day,volume,high_low,volatility,marketcap,up_or_down_pre,momentum,up_or_down,CPI CHNG Index,PCE DEFM Index,VIX Index,USGG10YR Index,USGG2YR Index,NYCNM1IR Index,CSIIUSD Index,ECSURPUS Index,CONSSENT Index,NAPMPMI Index,AHE YOY% Index,MSXAMSIL Index,SPX Index,CCMP Index,LIBOR
2021-11-15,12655431175.26,62.7192210029707,143.75154588010471,553643115504.21,47.720224062875786,0.5333333333333333,1.0,0.9,0.6,16.49,1.61,0.52,5.65,62.6,0.27,71.7,60.8,5.4,0.91,4682.8,15853.85,0.075
2021-11-16,16729737513.22,133.38524816837617,143.0088026381391,525164480113.98,107.7527716858649,0.5333333333333333,0.0,0.9,0.6,16.37,1.63,0.52,5.65,62.6,0.33,71.7,60.8,5.4,0.94,4700.9,15973.86,0.07425
2021-11-17,26843281880.21,71.86527814598321,149.63166245261823,496586846284.21,223.18202783479228,0.5,0.0,0.9,0.6,17.11,1.59,0.5,5.65,62.6,0.32,71.7,60.8,5.4,0.91,4688.67,15921.57,0.07525
2021-11-18,22188905494.3,54.3727205668074,155.92016220234,512519218431.93,-92.62732017253256,0.4666666666666667,1.0,0.9,0.6,17.59,1.59,0.5,5.65,62.6,0.38,71.7,60.8,5.4,0.83,4704.54,15993.71,0.07425
2021-11-19,22301923520.51,118.18291752956202,156.27831970021938,485560672501.28,333.55181204698465,0.5,0.0,0.9,0.6,17.91,1.55,0.51,5.65,62.6,0.38,71.7,60.8,5.4,0.76,4697.96,16057.44,0.076
2021-11-20,20331169618.98,46.75464393549191,160.09267367243748,510056405790.92,-197.2502685069894,0.4666666666666667,1.0,0.9,0.6,17.91,1.55,0.51,5.65,62.6,0.38,71.7,60.8,5.4,0.76,4697.96,16057.44,0.076
2021-11-21,14721782409.57,27.571981871743446,154.04066677669204,519994735207.72,-104.67602229538261,0.4666666666666667,1.0,0.9,0.6,17.91,1.55,0.51,5.65,62.6,0.38,71.7,60.8,5.4,0.76,4697.96,16057.44,0.076
2021-11-22,14637506979.49,52.70716757817263,154.16687721855098,501336760475.12,124.45138432438307,0.5,0.0,0.9,0.6,19.17,1.62,0.58,5.65,62.6,0.38,71.7,60.8,5.4,0.66,4682.94,15854.76,0.0755
2021-11-23,19678080120.97,67.73201334348778,155.31111764895383,489887150439.56,143.25478017094474,0.5,0.0,0.9,0.6,19.38,1.67,0.61,5.65,62.6,0.39,71.7,60.8,5.4,0.57,4690.7,15775.14,0.0725
2021-11-24,21082482805.31,36.839804886137244,154.1428629146712,515954518581.5,-204.23904132697317,0.4666666666666667,1.0,0.9,0.6,18.58,1.63,0.64,5.65,62.6,0.35,71.7,60.8,5.4,0.51,4701.46,15845.23,0.0735
2021-11-25,19155336951.77,78.8395082885545,159.25443326206099,511274435247.55,83.98419812851444,0.5,0.0,0.9,0.6,18.58,1.63,0.64,5.65,62.6,0.35,71.7,60.8,5.4,0.43,4701.46,15845.23,0.0735
2021-11-26,19165975846.76,52.48269139992044,158.210826546758,533634660548.62,-206.81749991262404,0.4666666666666667,1.0,0.9,0.6,28.62,1.47,0.5,5.65,62.6,0.35,71.7,60.8,5.4,0.07,4594.62,15491.66,0.07413
2021-11-27,26380038317.69,72.17902336258885,161.32466580755442,483250360924.45,460.61940172930554,0.5,0.0,0.9,0.6,28.62,1.47,0.5,5.65,62.6,0.35,71.7,60.8,5.4,0.07,4594.62,15491.66,0.07413
2021-11-28,16240279018.94,56.281238480265074,173.65238744482238,483981755144.5,-23.700669605582334,0.5,1.0,0.9,0.6,28.62,1.47,0.5,5.65,62.6,0.35,71.7,60.8,5.4,0.07,4594.62,15491.66,0.07413
2021-11-29,16822784544.72,77.46698495617966,154.39286854749508,515368306920.06,-213.28902649398424,0.5,1.0,0.9,0.6,22.96,1.5,0.48,5.65,62.6,0.38,71.7,60.8,5.4,-0.07,4655.27,15782.83,0.07638
2021-11-30,19184890308.19,49.967719268981455,161.71283009890703,530520197065.47,-99.7661002302184,0.5,1.0,0.7,0.6,27.19,1.44,0.57,6.0,65.72,0.33,67.4,60.6,5.3,-0.35,4567.0,15537.69,0.0765
2021-12-01,29041817297.17,121.63538226957007,163.37227339066615,560609503661.08,-148.34143654135642,0.5,1.0,0.7,0.6,31.12,1.4,0.55,6.0,65.72,0.32,67.4,60.6,5.3,-0.59,4513.04,15254.05,0.07713
2021-12-02,26948943923.55,42.6598288975174,169.3636816887157,541978791968.66,142.3045727878225,0.5333333333333333,0.0,0.7,0.6,27.95,1.44,0.61,6.0,65.72,0.33,67.4,60.6,5.3,-0.71,4577.1,15381.32,0.07763
2021-12-03,21052408357.8,37.70106616767225,171.78573818023852,536999005468.21,56.673564271030955,0.5333333333333333,0.0,0.7,0.6,30.67,1.34,0.59,6.0,65.72,0.33,67.4,60.6,5.3,-0.75,4538.43,15085.47,0.0765
2021-12-04,26166565453.38,89.09146903065812,161.9456009733824,495130069139.4,300.7257328824744,0.5,0.0,0.7,0.6,30.67,1.34,0.59,6.0,65.72,0.33,67.4,60.6,5.3,-0.75,4538.43,15085.47,0.0765
2021-12-05,38891936445.95,93.22185515850879,174.0896143042115,488780881495.71,55.31590882810087,0.5,0.0,0.7,0.6,30.67,1.34,0.59,6.0,65.72,0.33,67.4,60.6,5.3,-0.75,4538.43,15085.47,0.0765
2021-12-06,25108764276.51,90.36148605509425,173.46499939066655,490628118717.71,-78.04155380307657,0.5,1.0,0.7,0.6,27.18,1.43,0.63,6.0,65.72,0.33,67.4,60.6,5.3,-0.71,4591.67,15225.15,0.07113
2021-12-07,27832707513.93,37.18193742687981,173.4367084678187,516377984997.04,-222.5145344188404,0.5,1.0,0.7,0.6,21.89,1.47,0.69,6.0,65.72,0.31,67.4,60.6,5.3,-0.57,4686.75,15686.92,0.07575
2021-12-08,22275888219.87,55.280763742241106,177.7193046501691,513646207611.85,40.991520744473746,0.5,0.0,0.7,0.6,19.9,1.52,0.68,6.0,65.72,0.31,67.4,60.6,5.3,-0.39,4701.21,15786.99,0.07025
2021-12-09,18979677323.9,49.28904914510349,175.77934915330783,526983403334.26,-103.86420765594175,0.4666666666666667,1.0,0.7,0.6,21.58,1.5,0.69,6.0,65.72,0.33,67.4,60.6,5.3,-0.24,4667.45,15517.37,0.07688
2021-12-10,22956040525.12,86.07911836725816,176.0026886192723,489899683161.28,327.4937093941362,0.4666666666666667,0.0,0.7,0.6,18.69,1.48,0.65,6.0,65.72,0.34,67.4,60.6,5.3,-0.12,4712.02,15630.6,0.07225
2021-12-11,28667476408.35,134.85800865984538,184.643838992075,468102601992.39,218.4382043392634,0.4666666666666667,0.0,0.7,0.6,18.69,1.48,0.65,6.0,65.72,0.34,67.4,60.6,5.3,-0.12,4712.02,15630.6,0.07225
2021-12-12,18015861565.68,39.46598320445992,186.8406227037125,482012768887.04,-140.82580553103617,0.4666666666666667,1.0,0.7,0.6,18.69,1.48,0.65,6.0,65.72,0.34,67.4,60.6,5.3,-0.12,4712.02,15630.6,0.07225
2021-12-13,13600803777.91,78.245311333274,187.07836402001251,483348884645.0,-75.64031053371173,0.4666666666666667,1.0,0.7,0.6,20.31,1.42,0.63,6.0,65.72,0.34,67.4,60.6,5.3,-0.09,4668.97,15413.28,0.07713
2021-12-14,24705225220.43,61.318652605973966,186.8956429758946,454183294787.55,288.6835336883428,0.5,0.0,0.7,0.6,21.89,1.44,0.66,6.0,65.72,0.34,67.4,60.6,5.3,-0.1,4634.09,15237.64,0.06863
2021-12-15,20995643136.28,42.807281010189854,192.21395005836723,457381247890.61,-36.85916152142181,0.5,1.0,0.7,0.6,19.29,1.46,0.66,6.0,65.72,0.26,67.4,60.6,5.3,-0.04,4709.85,15565.58,0.07813
2021-12-16,26788455199.71,33.9881173884537,192.27380967868038,480275506487.98,-168.5245177011284,0.5,1.0,0.7,0.6,20.57,1.41,0.61,6.0,65.72,0.3,67.4,60.6,5.3,-0.03,4668.67,15180.43,0.07638
2021-12-17,19623567915.38,34.20447544103854,190.43156886047365,472179212912.27,85.2225828471096,0.5333333333333333,0.0,0.7,0.6,21.57,1.4,0.64,6.0,65.72,0.3,67.4,60.6,5.3,-0.11,4620.64,15169.68,0.07425
2021-12-18,23445075416.25,49.748656309560374,185.66193087011314,461178652110.74,95.31908610392793,0.5333333333333333,0.0,0.7,0.6,21.57,1.4,0.64,6.0,65.72,0.3,67.4,60.6,5.3,-0.11,4620.64,15169.68,0.07425
2021-12-19,18880250292.33,36.87004775492733,184.82307908481695,468732358746.97,-78.32667305822861,0.5,1.0,0.7,0.6,21.57,1.4,0.64,6.0,65.72,0.3,67.4,60.6,5.3,-0.11,4620.64,15169.68,0.07425
2021-12-20,16550402258.17,46.510416101151804,180.43531078307745,468649284082.38,21.989083830109394,0.5333333333333333,0.0,0.7,0.6,22.87,1.42,0.63,6.0,65.72,0.3,67.4,60.6,5.3,-0.22,4568.02,14980.94,0.0725
2021-12-21,21768891111.61,45.4642334754144,176.45581298716712,468337237399.73,6.073167690958144,0.5,0.0,0.7,0.6,21.01,1.46,0.67,6.0,65.72,0.3,67.4,60.6,5.3,-0.21,4649.23,15341.09,0.07288
2021-12-22,15868420618.36,27.163604811100868,175.79785956214897,476018061261.46,-77.24326016942086,0.4666666666666667,1.0,0.7,0.6,18.63,1.45,0.66,6.0,65.72,0.31,67.4,60.6,5.3,-0.14,4696.56,15521.89,0.0705
2021-12-23,14605458446.21,70.14268447293489,173.8096838642915,468177376144.59,23.675432625555004,0.5,0.0,0.7,0.6,17.96,1.49,0.69,6.0,65.72,0.31,67.4,60.6,5.3,0.0,4725.79,15653.37,0.07513
2021-12-24,17364144312.49,18.075408133689052,173.32732944837005,488786105519.25,-172.1350609224569,0.5,1.0,0.7,0.6,17.96,1.49,0.69,6.0,65.72,0.31,67.4,60.6,5.3,0.1,4725.79,15653.37,0.06975
2021-12-25,12703720788.25,35.16672288749032,171.55763573739154,483878068833.52,62.361496073359376,0.5,0.0,0.7,0.6,17.96,1.49,0.69,6.0,65.72,0.31,67.4,60.6,5.3,0.1,4725.79,15653.37,0.06975
2021-12-26,11287437338.03,24.222617050625104,171.57166925531115,485774953784.8,-23.762829739739573,0.5,1.0,0.7,0.6,17.96,1.49,0.69,6.0,65.72,0.31,67.4,60.6,5.3,0.1,4725.79,15653.37,0.06975
2021-12-27,10778411288.1,19.362106191848852,168.118574068899,483052305996.32,21.13083105187934,0.5,0.0,0.7,0.6,17.68,1.48,0.7,6.0,65.72,0.3,67.4,60.6,5.3,0.22,4791.19,15871.26,0.06975
2021-12-28,11933746827.27,30.35491157436354,149.1382256399421,479441810542.62,24.97516488785641,0.5,0.0,0.7,0.6,17.54,1.48,0.75,6.0,65.72,0.34,67.4,60.6,5.3,0.33,4786.35,15781.72,0.06975
2021-12-29,17079230097.39,29.506486881233286,149.24073674816336,454229251258.41,234.25136053995902,0.4666666666666667,0.0,0.7,0.6,16.95,1.55,0.75,6.0,65.72,0.33,67.4,60.6,5.3,0.42,4793.06,15766.22,0.07275
2021-12-30,16495967496.1,72.99558069671684,146.45151624937228,435185095697.97,187.01739434669844,0.43333333333333335,0.0,0.7,0.6,17.33,1.51,0.72,6.0,65.72,0.34,67.4,60.6,5.3,0.49,4778.73,15741.56,0.07263
2021-12-31,12143039564.91,37.629339339037415,147.53549215546843,440598709684.77,-54.73811748594062,0.4,1.0,0.6,0.5,17.22,1.51,0.73,5.99,64.09,0.34,70.6,58.8,4.9,0.49,4766.18,15644.97,0.06438
2022-01-01,14242155438.74,39.23320321490746,140.34175750087294,442758706443.91,20.736467194572015,0.4,1.0,0.6,0.5,17.22,1.51,0.73,5.99,64.09,0.34,70.6,58.8,4.9,0.49,4766.18,15644.97,0.06438
2022-01-02,9654237473.89,12.420456275046035,137.39826980100494,448004355232.96,-47.77860281647099,0.43333333333333335,1.0,0.6,0.5,17.22,1.51,0.73,5.99,64.09,0.34,70.6,58.8,4.9,0.49,4766.18,15644.97,0.06438
2022-01-03,9863701473.26,19.723658554327812,137.40995326032146,453689176656.4,-64.35676834652122,0.4666666666666667,1.0,0.6,0.5,16.6,1.63,0.77,5.99,64.09,0.35,70.6,58.8,4.9,0.53,4796.56,15832.8,0.06438
2022-01-04,12132392459.72,24.612519609759147,121.61319599113155,445582251842.93,51.15522961555416,0.5,0.0,0.6,0.5,16.91,1.65,0.76,5.99,64.09,0.34,70.6,58.8,4.9,0.62,4793.54,15622.72,0.07229
2022-01-05,14093428992.38,27.78256139169389,121.85761730659806,453376981493.78,-50.307267604658136,0.5,1.0,0.6,0.5,19.73,1.71,0.83,5.99,64.09,0.38,70.6,58.8,4.9,0.59,4700.58,15100.17,0.07014
2022-01-06,19008098444.39,20.519086613978743,122.40406242613626,422178709680.2,259.31196962222157,0.5,0.0,0.6,0.5,19.61,1.72,0.87,5.99,64.09,0.32,70.6,58.8,4.9,0.48,4696.05,15080.87,0.07414
2022-01-07,23984431672.51,38.67388349906423,125.3639998847932,402615855588.86,128.66850632981368,0.4666666666666667,0.0,0.6,0.5,18.76,1.76,0.86,5.99,64.09,0.34,70.6,58.8,4.9,0.44,4677.03,14935.9,0.07271
2022-01-08,24765145173.68,35.7667575509563,128.84921568404232,384405785019.47,188.28552598116403,0.4666666666666667,0.0,0.6,0.5,18.76,1.76,0.86,5.99,64.09,0.34,70.6,58.8,4.9,0.44,4677.03,14935.9,0.07271
2022-01-09,16174034676.71,39.291120441157545,130.26186532463848,370865144727.36,136.77048179878238,0.43333333333333335,0.0,0.6,0.5,18.76,1.76,0.86,5.99,64.09,0.34,70.6,58.8,4.9,0.44,4677.03,14935.9,0.07271
2022-01-10,12193829233.16,19.299634842074283,118.89839281526422,374951936213.31,-43.18415921841779,0.43333333333333335,1.0,0.6,0.5,19.4,1.76,0.89,5.99,64.09,0.34,70.6,58.8,4.9,0.38,4670.29,14942.83,0.07743
2022-01-11,19402739768.31,17.82758571507111,114.21583909003178,365201441964.66,65.35479162248066,0.4666666666666667,0.0,0.6,0.5,18.41,1.74,0.88,5.99,64.09,0.34,70.6,58.8,4.9,0.33,4713.07,15153.45,0.07743
2022-01-12,15288033272.54,21.94200705251842,113.2093833087366,385282249694.0,-172.32346960997984,0.43333333333333335,1.0,0.6,0.5,17.62,1.74,0.92,5.99,64.09,0.34,70.6,58.8,4.9,0.35,4726.35,15188.39,0.07729
2022-01-13,16651610767.57,23.255375880409247,117.2849628350174,400028351538.72,-137.75744471100234,0.43333333333333335,1.0,0.6,0.5,20.31,1.7,0.89,5.99,64.09,0.34,70.6,58.8,4.9,0.23,4659.03,14806.81,0.07743
2022-01-14,15418645160.2,30.562294253531945,110.65415724260437,389235719887.91,109.10686984221502,0.4666666666666667,0.0,0.6,0.5,19.19,1.78,0.97,5.99,64.09,0.24,70.6,58.8,4.9,0.07,4662.85,14893.75,0.074
2022-01-15,13333079372.82,11.515748848441035,111.7888614574988,395035301561.91,-43.05206497518202,0.43333333333333335,1.0,0.6,0.5,19.19,1.78,0.97,5.99,64.09,0.24,70.6,58.8,4.9,0.07,4662.85,14893.75,0.074
2022-01-16,9478900188.59,8.250676348241086,106.4955228022417,396899406068.81,-15.294996353990882,0.43333333333333335,1.0,0.6,0.5,19.19,1.78,0.97,5.99,64.09,0.24,70.6,58.8,4.9,0.07,4662.85,14893.75,0.074
2022-01-17,9571443250.22,23.152299451820454,105.7926466741348,397220378632.43,-20.59217465747588,0.4666666666666667,1.0,0.6,0.5,19.19,1.78,0.97,5.99,64.09,0.24,70.6,58.8,4.9,-0.02,4662.85,14893.75,0.074
2022-01-18,12543485983.1,20.583802809861936,104.42011177880879,384978606739.43,120.37942875389308,0.5,0.0,0.6,0.5,22.79,1.87,1.04,5.99,64.09,0.15,70.6,58.8,4.9,-0.21,4577.11,14506.9,0.07029
2022-01-19,12855430854.3,15.777407390409735,105.47426782756811,376333643183.65,65.74204661371186,0.4666666666666667,0.0,0.6,0.5,23.85,1.86,1.06,5.99,64.09,0.21,70.6,58.8,4.9,-0.38,4532.76,14340.25,0.07814
2022-01-20,13320602815.4,26.77551434896168,106.31010991173191,371436167999.48,61.43815372680774,0.4666666666666667,0.0,0.6,0.5,25.59,1.8,1.02,5.99,64.09,0.16,70.6,58.8,4.9,-0.58,4482.73,14154.02,0.07843
2022-01-21,11229224508.12,37.71567795060491,106.57744493615338,360160982562.34,112.31759624866936,0.4666666666666667,0.0,0.6,0.5,28.85,1.76,1.0,5.99,64.09,0.16,70.6,58.8,4.9,-0.74,4397.94,13768.92,0.07471
2022-01-22,27474031532.56,54.27382154395036,107.33917247097376,310292500614.58,459.21858178466573,0.43333333333333335,0.0,0.6,0.5,28.85,1.76,1.0,5.99,64.09,0.16,70.6,58.8,4.9,-0.74,4397.94,13768.92,0.07471
2022-01-23,27011297936.49,41.45716041698779,131.19692958894765,291411395231.3,194.9413980149161,0.43333333333333335,0.0,0.6,0.5,28.85,1.76,1.0,5.99,64.09,0.16,70.6,58.8,4.9,-0.74,4397.94,13768.92,0.07471
2022-01-24,16326652119.75,47.48714057977395,130.59203397765654,297443113672.81,-92.62958323672319,0.4,1.0,0.6,0.5,29.9,1.77,0.97,5.99,64.09,0.16,70.6,58.8,4.9,-0.86,4410.13,13855.13,0.07671
2022-01-25,27886059331.44,39.64493186866548,130.69225770832597,286485194025.7,53.15764658050148,0.43333333333333335,0.0,0.6,0.5,31.16,1.77,1.02,5.99,64.09,0.16,70.6,58.8,4.9,-0.97,4356.45,13539.29,0.07886
2022-01-26,15980914153.35,31.23478176292747,131.74006690655517,289627408742.25,-54.16514748613372,0.4,1.0,0.6,0.5,31.96,1.86,1.15,5.99,64.09,0.18,70.6,58.8,4.9,-1.04,4349.93,13542.12,0.07814
2022-01-27,20870105889.95,32.13227790513838,131.75694329677327,296449412603.43,-39.711449531971994,0.43333333333333335,1.0,0.6,0.5,30.49,1.8,1.19,5.99,64.09,0.15,70.6,58.8,4.9,-1.09,4326.51,13352.78,0.07743
2022-01-28,16129289013.02,20.161596791723696,132.0459205700107,289634372289.63,62.72654855926794,0.4666666666666667,0.0,0.6,0.5,27.66,1.77,1.16,5.99,64.09,0.13,70.6,58.8,4.9,-1.0,4431.85,13770.57,0.07814
2022-01-29,14545942636.84,32.9167541675929,126.65466613308936,305649527242.83,-119.60667898936344,0.4666666666666667,1.0,0.6,0.5,27.66,1.77,1.16,5.99,64.09,0.13,70.6,58.8,4.9,-1.0,4431.85,13770.57,0.07814
2022-01-30,11083208023.27,34.66215040001225,125.6183016585243,307886271120.85,-37.67308732024503,0.5,1.0,0.6,0.5,27.66,1.77,1.16,5.99,64.09,0.13,70.6,58.8,4.9,-1.0,4431.85,13770.57,0.07814
2022-01-31,9555709974.36,63.72955072636978,125.39349203719699,303504448384.83,-23.922626461312575,0.5,0.0,0.6,0.5,24.83,1.78,1.18,5.79,56.78,0.15,67.2,57.6,5.4,-0.83,4515.55,14239.88,0.077
2022-02-01,13482918463.03,13.267845274393494,125.5335715330996,320959928995.13,-145.55906410897296,0.4666666666666667,1.0,0.6,0.5,21.96,1.79,1.17,5.79,56.78,0.17,67.2,57.6,5.4,-0.63,4546.54,14346.0,0.07743
2022-02-02,13142121959.47,27.907414952677755,128.08135664040842,331290012647.69,-103.70528132459185,0.4666666666666667,1.0,0.6,0.5,22.09,1.78,1.15,5.79,56.78,0.14,67.2,57.6,5.4,-0.47,4589.38,14417.55,0.07814
2022-02-03,14251069808.38,35.48034275222881,128.7550191501258,322809980973.86,92.23370997094571,0.4666666666666667,0.0,0.6,0.5,24.35,1.83,1.2,5.79,56.78,0.12,67.2,57.6,5.4,-0.4,4477.44,13878.82,0.07843
2022-02-04,12504621560.23,8.918014062628572,128.80516816187298,320582490022.74,22.07706875658232,0.4666666666666667,0.0,0.6,0.5,23.22,1.91,1.31,5.79,56.78,0.12,67.2,57.6,5.4,-0.37,4500.53,14098.01,0.077
2022-02-05,19522685138.63,21.34682596915036,128.30299062354788,355859955977.93,-300.26604876923875,0.43333333333333335,1.0,0.6,0.5,23.22,1.91,1.31,5.79,56.78,0.12,67.2,57.6,5.4,-0.37,4500.53,14098.01,0.077
2022-02-06,12402299697.04,11.432769652096795,130.63655356060247,361441585224.39,-35.75181268896404,0.4666666666666667,1.0,0.6,0.5,23.22,1.91,1.31,5.79,56.78,0.12,67.2,57.6,5.4,-0.37,4500.53,14098.01,0.077
2022-02-07,9757414162.91,55.25827595743385,127.40971240218148,359768154475.08,-31.82556521339984,0.5,0.0,0.6,0.5,22.86,1.92,1.29,5.79,56.78,0.11,67.2,57.6,5.4,-0.34,4483.87,14015.67,0.07714
2022-02-08,15047254870.52,28.135104400416367,124.32426207878828,374140392766.41,-131.76528363121906,0.5,1.0,0.6,0.5,21.44,1.96,1.34,5.79,56.78,0.11,67.2,57.6,5.4,-0.31,4521.54,14194.46,0.077
2022-02-09,16756837286.47,17.347316643872546,124.50793832206048,373586771627.45,10.000239118256559,0.5333333333333333,0.0,0.6,0.5,19.96,1.94,1.36,5.79,56.78,0.13,67.2,57.6,5.4,-0.22,4587.18,14490.37,0.07771
2022-02-10,13848774686.21,23.975011353111313,124.35680064011632,385187318703.46,-113.9162161033837,0.5,1.0,0.6,0.5,23.91,2.03,1.58,5.79,56.78,0.13,67.2,57.6,5.4,-0.2,4504.08,14185.64,0.07757
2022-02-11,19151353419.51,58.851388081568075,124.7037431858697,363231005242.05,145.49111786329058,0.5333333333333333,0.0,0.6,0.5,27.36,1.94,1.5,5.79,56.78,0.12,67.2,57.6,5.4,-0.23,4418.64,13791.15,0.07843
2022-02-12,15431848355.47,13.983343446889648,125.44702313552422,350255606517.23,111.46272053563371,0.5,0.0,0.6,0.5,27.36,1.94,1.5,5.79,56.78,0.12,67.2,57.6,5.4,-0.23,4418.64,13791.15,0.07843
2022-02-13,11206364023.79,35.64728296484009,124.99814698442992,351205753223.57,13.169768347123409,0.4666666666666667,1.0,0.6,0.5,27.36,1.94,1.5,5.79,56.78,0.12,67.2,57.6,5.4,-0.23,4418.64,13791.15,0.07843
2022-02-14,9063269054.74,23.74342883881627,123.89777264076227,343105108608.37,57.38750046882706,0.5,0.0,0.6,0.5,28.33,1.99,1.57,5.79,56.78,0.12,67.2,57.6,5.4,-0.3,4401.67,13790.92,0.07671
2022-02-15,12024997464.6,19.85645786409259,124.20705797134451,349146959524.43,-64.23432799559941,0.4666666666666667,1.0,0.6,0.5,25.7,2.04,1.58,5.79,56.78,0.1,67.2,57.6,5.4,-0.3,4471.07,14139.76,0.07414
2022-02-16,14391458395.75,23.735552770334834,124.5135593342525,377904167274.4,-260.7529005708393,0.4666666666666667,1.0,0.6,0.5,24.29,2.04,1.52,5.79,56.78,0.25,67.2,57.6,5.4,-0.27,4475.01,14124.09,0.07371
2022-02-17,12287457142.37,24.058590030800133,132.00504121921924,376702888001.02,32.953039326531325,0.4666666666666667,0.0,0.6,0.5,28.11,1.96,1.47,5.79,56.78,0.21,67.2,57.6,5.4,-0.37,4380.26,13716.72,0.07629
2022-02-18,16128802292.76,18.284556545872874,130.6705332467735,345589102812.32,265.0729602154329,0.4666666666666667,0.0,0.6,0.5,27.75,1.93,1.47,5.79,56.78,0.23,67.2,57.6,5.4,-0.46,4348.87,13548.07,0.07557
2022-02-19,14919380107.55,26.871662553882288,138.4158433956382,335362904463.85,104.08612654577064,0.4666666666666667,0.0,0.6,0.5,27.75,1.93,1.47,5.79,56.78,0.23,67.2,57.6,5.4,-0.46,4348.87,13548.07,0.07557
2022-02-20,9590241036.06,28.67250945425667,139.09392302140745,327255647688.21,39.39972255981729,0.4666666666666667,0.0,0.6,0.5,27.75,1.93,1.47,5.79,56.78,0.23,67.2,57.6,5.4,-0.46,4348.87,13548.07,0.07557
2022-02-21,11930673549.32,37.15219418858078,138.5688027077011,317440066713.81,107.41869826149377,0.4666666666666667,0.0,0.6,0.5,27.75,1.93,1.47,5.79,56.78,0.23,67.2,57.6,5.4,-0.53,4348.87,13548.07,0.07557
2022-02-22,19151550728.85,36.48903757560265,116.57308354675772,310704778478.2,79.84620425039247,0.4666666666666667,0.0,0.6,0.5,28.81,1.94,1.55,5.79,56.78,0.2,67.2,57.6,5.4,-0.64,4304.76,13381.52,0.07657
2022-02-23,15999441597.87,19.29369603640771,113.3907969527255,315060046694.87,-43.27983902928372,0.4666666666666667,1.0,0.6,0.5,31.02,1.99,1.6,5.79,56.78,0.2,67.2,57.6,5.4,-0.74,4225.5,13037.49,0.07743
2022-02-24,13774541448.0,24.00952174629947,113.21041292646619,307388365296.67,44.095248048207395,0.4666666666666667,0.0,0.6,0.5,30.32,1.96,1.58,5.79,56.78,0.2,67.2,57.6,5.4,-0.89,4288.7,13473.58,0.07743
2022-02-25,29083781835.9,34.18692862974194,112.56902242984819,310134919095.07,-30.55557848305125,0.4666666666666667,1.0,0.6,0.5,27.59,1.96,1.57,5.79,56.78,0.21,67.2,57.6,5.4,-0.81,4384.65,13694.62,0.07714
2022-02-26,18255713913.06,70.6655462757767,112.5443529141185,338458857589.52,-174.4663277785271,0.4666666666666667,1.0,0.6,0.5,27.59,1.96,1.57,5.79,56.78,0.21,67.2,57.6,5.4,-0.81,4384.65,13694.62,0.07714
2022-02-27,10903633001.11,39.89979835574832,120.07952153935707,329971997583.08,46.28773187381148,0.4666666666666667,0.0,0.6,0.5,27.59,1.96,1.57,5.79,56.78,0.21,67.2,57.6,5.4,-0.81,4384.65,13694.62,0.07714
2022-02-28,16066834103.12,24.390033535692055,120.32566112844839,311657947650.96,134.42469814340802,0.4666666666666667,0.0,0.8,0.5,30.15,1.83,1.43,6.0,67.89,0.22,62.8,58.6,5.2,-0.8,4373.94,13751.4,0.07714
2022-03-01,19995185325.43,38.40276454266541,121.09190854282849,353055551388.54,-317.41394179588997,0.43333333333333335,1.0,0.8,0.5,33.32,1.73,1.34,6.0,67.89,0.25,62.8,58.6,5.2,-0.85,4306.26,13532.46,0.077
2022-03-02,18136137636.27,45.003135241737255,136.48168869546035,352301705893.2,-24.769055954338,0.43333333333333335,0.0,0.8,0.5,30.74,1.88,1.51,6.0,67.89,0.26,62.8,58.6,5.2,-0.85,4386.54,13752.02,0.07943
2022-03-03,16444202948.07,26.36733618803237,136.31977350439408,355084058920.82,-9.082793752681937,0.43333333333333335,1.0,0.8,0.5,30.48,1.84,1.53,6.0,67.89,0.21,62.8,58.6,5.2,-0.77,4363.49,13537.94,0.079
2022-03-04,13428875475.98,96.43764458103215,133.7567196680175,328138490678.1,128.981720097765,0.43333333333333335,0.0,0.8,0.5,31.98,1.73,1.48,6.0,67.89,0.24,62.8,58.6,5.2,-0.89,4328.87,13313.44,0.07814
2022-03-05,14009803288.41,18.480492102736207,139.04712112882456,312095245398.35,120.26513911293569,0.4,0.0,0.8,0.5,31.98,1.73,1.48,6.0,67.89,0.24,62.8,58.6,5.2,-0.89,4328.87,13313.44,0.07814
2022-03-06,7722577652.77,6.66789274886969,140.58748884129164,320102713635.49,-60.40430170304171,0.4,1.0,0.8,0.5,31.98,1.73,1.48,6.0,67.89,0.24,62.8,58.6,5.2,-0.89,4328.87,13313.44,0.07814
2022-03-07,9462596639.94,22.939368879761332,141.0687360657475,304635367098.22,115.76741990423398,0.43333333333333335,0.0,0.8,0.5,36.45,1.77,1.55,6.0,67.89,0.21,62.8,58.6,5.2,-1.04,4201.09,12830.96,0.07986
2022-03-08,14284197554.43,33.606767904876506,132.50183296738405,302216477301.67,43.991571291492164,0.4,0.0,0.8,0.5,35.13,1.85,1.6,6.0,67.89,0.21,62.8,58.6,5.2,-1.1,4170.7,12795.55,0.078
2022-03-09,13791087679.78,13.283486366864054,132.28368029506603,310117606216.32,-55.9214096104688,0.36666666666666664,1.0,0.8,0.5,32.45,1.95,1.68,6.0,67.89,0.21,62.8,58.6,5.2,-1.06,4277.88,13255.55,0.07843
